CODUSU;ANO4;TRIMESTRE;REGION;MAS_500;AGLOMERADO;PONDERA;CH03;CH04;CH06;CH10;NIVEL_ED;ESTADO;CAT_OCUP;PP07C;PP07H;PP3E_TOT;P21;TOT_P12;P47T;IPCF
TQRMNOP122333;2025;1;41;S;8;1624;2;1;47;2;2;3;;;;;0;125000;125000;43900
TQRMNOP122334;2025;1;1;S;32;2210;2;2;51;2;4;3;;;;;0;0;0;144100
TQRMNOP122335;2025;1;1;S;33;1028;3;2;20;1;5;3;;;;;0;0;0;83800
TQRMNOP122336;2025;1;43;S;30;1349;2;2;46;2;6;1;3;1;1;38;-9;18000;17991;222300
TQRMNOP122337;2025;1;40;N;9;1861;2;1;51;2;6;1;1;1;1;37;639000;0;639000;175400
TQRMNOP122338;2025;1;1;S;32;986;1;2;22;2;6;1;3;1;1;28;867000;0;867000;141300
TQRMNOP122339;2025;1;1;S;33;1945;2;1;38;2;3;1;3;3;2;33;381000;0;381000;95900
TQRMNOP122340;2025;1;43;N;29;1051;1;2;47;2;4;1;3;1;1;40;-9;114000;113991;89100
TQRMNOP122341;2025;1;43;N;38;788;1;1;66;3;2;3;;;;;0;0;0;287500
TQRMNOP122342;2025;1;1;S;33;1346;3;1;9;1;1;4;;;;;;;;196800
TQRMNOP122343;2025;1;40;S;7;1364;1;1;83;2;6;3;;;;;0;0;0;522700
TQRMNOP122344;2025;1;42;N;25;1349;10;2;24;2;4;3;;;;;0;0;0;131200
TQRMNOP122345;2025;1;44;N;14;939;5;2;14;1;1;3;;;;;0;0;0;269600
TQRMNOP122346;2025;1;43;N;26;989;9;2;34;1;3;1;1;2;2;19;267000;0;267000;162100
TQRMNOP122347;2025;1;43;S;20;1009;6;1;57;2;4;1;3;1;1;41;2168000;0;2168000;236900
TQRMNOP122348;2025;1;1;S;32;1412;2;1;47;2;6;1;3;1;1;45;3632000;0;3632000;212300
TQRMNOP122349;2025;1;1;S;33;964;3;1;18;2;3;1;3;1;2;49;667000;0;667000;230700
TQRMNOP122350;2025;1;1;S;33;350;1;1;59;2;4;1;2;1;1;34;1473000;0;1473000;151100
TQRMNOP122351;2025;1;1;S;33;988;3;1;0;1;3;4;;;;;;;;65000
TQRMNOP122352;2025;1;40;N;22;464;3;1;1;1;2;4;;;;;;;;69000
TQRMNOP122353;2025;1;43;N;34;814;1;2;27;1;4;1;3;1;1;42;504000;0;504000;228100
TQRMNOP122354;2025;1;43;N;38;798;3;2;10;1;2;3;;;;;0;0;0;72100
TQRMNOP122355;2025;1;43;N;29;726;5;2;17;1;3;3;;;;;0;0;0;151800
TQRMNOP122356;2025;1;42;N;27;753;3;1;23;2;4;3;;;;;0;0;0;222800
TQRMNOP122357;2025;1;43;N;26;1528;2;2;50;1;6;1;3;1;1;25;556000;0;556000;312700
TQRMNOP122358;2025;1;43;N;38;1164;9;2;47;2;3;3;;;;;0;41000;41000;193800
TQRMNOP122359;2025;1;44;N;4;1556;1;2;41;2;4;3;;;;;0;0;0;99300
TQRMNOP122360;2025;1;1;S;32;1046;2;2;38;2;5;1;3;2;1;30;1115000;0;1115000;89900
TQRMNOP122361;2025;1;1;S;33;579;1;2;32;2;3;3;;;;;0;0;0;189700
TQRMNOP122362;2025;1;40;N;22;348;2;1;47;2;6;1;3;1;1;53;847000;0;847000;139200
TQRMNOP122363;2025;1;42;N;25;1337;2;1;69;2;4;3;;;;;0;59000;59000;89400
TQRMNOP122364;2025;1;40;S;7;1588;2;2;61;2;1;3;;;;;0;0;0;56600
TQRMNOP122365;2025;1;43;N;26;744;6;2;49;2;3;3;;;;;0;0;0;82800
TQRMNOP122366;2025;1;42;N;25;1008;9;1;4;1;3;4;;;;;;;;112100
TQRMNOP122367;2025;1;41;S;8;1138;2;1;50;2;4;3;;;;;0;0;0;113100
TQRMNOP122368;2025;1;42;N;25;1501;1;2;28;2;4;2;;;;;0;0;0;223100
TQRMNOP122369;2025;1;41;S;8;1199;2;2;58;2;3;3;;;;;0;0;0;212500
TQRMNOP122370;2025;1;41;N;12;1026;3;1;10;1;7;3;;;;;0;0;0;168900
TQRMNOP122371;2025;1;40;N;22;1658;9;1;47;2;2;1;3;2;2;20;264000;116000;380000;264700
TQRMNOP122372;2025;1;43;N;26;1528;2;2;56;2;4;3;;;;;0;229000;229000;112100
TQRMNOP122373;2025;1;43;S;30;1473;2;1;68;2;6;1;2;1;1;22;1978000;27000;2005000;154400
TQRMNOP122374;2025;1;40;N;23;856;3;1;22;2;3;3;;;;;0;133000;133000;98200
TQRMNOP122375;2025;1;43;S;17;1528;3;1;9;1;3;4;;;;;;;;115200
TQRMNOP122376;2025;1;44;N;2;1088;2;1;52;2;3;1;3;3;2;36;398000;69000;467000;77000
TQRMNOP122377;2025;1;1;S;32;1869;1;1;61;2;6;3;;;;;0;0;0;253300
TQRMNOP122378;2025;1;43;N;38;315;5;1;1;1;3;4;;;;;;;;53900
TQRMNOP122379;2025;1;40;N;22;1114;3;1;20;1;2;3;;;;;0;0;0;62900
TQRMNOP122380;2025;1;1;S;33;975;1;2;56;2;6;2;;;;;0;198000;198000;36300
TQRMNOP122381;2025;1;43;S;30;1583;3;1;28;2;4;3;;;;;0;0;0;145200
TQRMNOP122382;2025;1;43;S;20;2394;5;2;12;1;1;3;;;;;0;204000;204000;96500
TQRMNOP122383;2025;1;41;N;12;1285;1;1;63;2;2;3;;;;;0;0;0;172000
TQRMNOP122384;2025;1;1;S;33;1212;2;1;81;2;3;3;;;;;0;0;0;255800
TQRMNOP122385;2025;1;43;N;34;1970;5;2;4;1;1;4;;;;;;;;113000
TQRMNOP122386;2025;1;43;S;20;1133;1;1;47;2;4;1;3;1;1;36;1018000;35000;1053000;138200
TQRMNOP122387;2025;1;43;N;34;565;2;1;21;1;5;1;3;3;2;36;578000;0;578000;62600
TQRMNOP122388;2025;1;43;N;34;790;3;2;17;1;3;3;;;;;0;0;0;146100
TQRMNOP122389;2025;1;42;S;10;1436;2;2;43;2;5;1;3;2;2;39;394000;113000;507000;184800
TQRMNOP122390;2025;1;42;N;27;678;3;2;3;1;1;4;;;;;;;;98100
TQRMNOP122391;2025;1;43;S;17;1459;1;2;35;2;5;1;3;1;1;55;551000;47000;598000;175300
TQRMNOP122392;2025;1;43;N;29;1058;3;1;15;1;2;3;;;;;0;0;0;84000
TQRMNOP122393;2025;1;43;N;26;1207;1;2;60;2;2;1;2;1;1;35;358000;48000;406000;131300
TQRMNOP122394;2025;1;1;S;32;151;10;1;29;2;5;1;3;1;1;52;2571000;0;2571000;108900
TQRMNOP122395;2025;1;1;S;32;875;3;2;3;1;1;4;;;;;;;;136000
TQRMNOP122396;2025;1;1;S;33;1202;6;2;74;2;4;3;;;;;0;0;0;124200
TQRMNOP122397;2025;1;43;S;19;367;1;2;53;2;6;1;4;1;1;40;901000;0;901000;47000
TQRMNOP122398;2025;1;44;N;93;1435;3;2;21;2;5;3;;;;;0;0;0;255100
TQRMNOP122399;2025;1;1;S;32;1084;2;1;69;2;4;3;;;;;0;0;0;116500
TQRMNOP122400;2025;1;41;S;8;1327;2;1;55;2;2;1;3;2;2;34;-9;0;0;121000
TQRMNOP122401;2025;1;1;S;32;794;3;1;11;1;1;3;;;;;0;0;0;151900
TQRMNOP122402;2025;1;41;N;15;1001;3;2;67;2;2;1;2;1;1;70;510000;0;510000;40500
TQRMNOP122403;2025;1;1;S;32;1365;3;1;13;1;2;3;;;;;0;0;0;124300
TQRMNOP122404;2025;1;1;S;33;1107;2;1;69;2;3;3;;;;;0;0;0;167900
TQRMNOP122405;2025;1;40;N;9;951;1;1;68;2;4;3;;;;;0;66000;66000;269600
TQRMNOP122406;2025;1;40;N;23;806;3;1;23;2;4;3;;;;;0;75000;75000;190300
TQRMNOP122407;2025;1;41;S;8;1219;3;1;22;1;5;3;;;;;0;0;0;59100
TQRMNOP122408;2025;1;41;N;12;517;1;1;38;2;4;3;;;;;0;0;0;140100
TQRMNOP122409;2025;1;44;N;14;1144;3;1;5;1;1;4;;;;;;;;176800
TQRMNOP122410;2025;1;43;S;36;604;3;2;12;1;1;3;;;;;0;0;0;145000
TQRMNOP122411;2025;1;1;S;32;1677;2;2;32;2;5;2;;;;;0;0;0;92500
TQRMNOP122412;2025;1;40;N;23;594;3;1;47;2;5;3;;;;;0;0;0;192900
TQRMNOP122413;2025;1;41;S;8;524;9;1;50;2;4;1;2;2;2;13;230000;75000;305000;107000
TQRMNOP122414;2025;1;41;N;12;1143;1;1;61;2;1;3;;;;;0;77000;77000;127000
TQRMNOP122415;2025;1;1;S;33;1398;3;2;7;1;1;4;;;;;;;;93300
TQRMNOP122416;2025;1;44;S;13;189;1;1;60;2;5;3;;;;;0;36000;36000;106100
TQRMNOP122417;2025;1;40;N;22;274;3;2;21;2;3;2;;;;;0;0;0;87300
TQRMNOP122418;2025;1;1;S;32;1657;1;1;55;2;6;1;3;1;1;23;805000;0;805000;80500
TQRMNOP122419;2025;1;41;N;15;1305;2;1;57;2;4;3;;;;;0;0;0;134700
TQRMNOP122420;2025;1;1;S;33;1247;1;2;56;2;4;3;;;;;0;0;0;272100
TQRMNOP122421;2025;1;1;S;32;877;3;2;16;1;1;3;;;;;0;0;0;189700
TQRMNOP122422;2025;1;43;N;38;652;3;2;39;2;6;1;1;1;1;53;920000;0;920000;127000
TQRMNOP122423;2025;1;43;S;20;522;3;2;16;1;2;3;;;;;0;0;0;160300
TQRMNOP122424;2025;1;1;S;32;654;3;1;0;1;3;4;;;;;;;;177300
TQRMNOP122425;2025;1;40;N;9;1233;3;2;17;1;4;3;;;;;0;0;0;261700
TQRMNOP122426;2025;1;43;S;17;994;2;2;64;2;6;3;;;;;0;0;0;68300
TQRMNOP122427;2025;1;1;S;32;1463;3;2;17;1;3;3;;;;;0;0;0;233300
TQRMNOP122428;2025;1;40;N;9;927;2;1;32;2;3;1;3;3;2;43;227000;0;227000;193500
TQRMNOP122429;2025;1;41;N;12;1419;2;1;84;2;3;3;;;;;0;0;0;216900
TQRMNOP122430;2025;1;43;S;30;1423;1;2;26;2;6;1;1;1;1;35;605000;70000;675000;633700
TQRMNOP122431;2025;1;1;S;32;1359;1;1;35;1;4;1;1;2;2;42;409000;0;409000;208400
TQRMNOP122432;2025;1;1;S;33;1041;2;2;68;2;3;1;3;1;2;17;639000;0;639000;113600
TQRMNOP122433;2025;1;40;N;9;1134;3;2;10;1;2;3;;;;;0;158000;158000;164600
TQRMNOP122434;2025;1;42;N;25;946;1;1;48;2;5;3;;;;;0;111000;111000;159600
TQRMNOP122435;2025;1;40;N;23;90;1;1;48;1;6;1;3;1;1;59;1094000;0;1094000;221200
TQRMNOP122436;2025;1;43;N;34;663;3;2;8;1;1;4;;;;;;;;78100
TQRMNOP122437;2025;1;42;N;27;919;1;1;78;2;2;3;;;;;0;0;0;95900
TQRMNOP122438;2025;1;42;N;27;1289;5;1;9;1;2;4;;;;;;;;116100
TQRMNOP122439;2025;1;1;S;32;1021;3;1;26;2;4;1;3;1;2;9;510000;0;510000;313600
TQRMNOP122440;2025;1;1;S;32;759;1;2;44;2;4;3;;;;;0;0;0;356400
TQRMNOP122441;2025;1;1;S;33;1900;1;2;53;1;4;2;;;;;0;0;0;132600
TQRMNOP122442;2025;1;1;S;33;683;1;1;55;2;6;1;1;1;1;34;888000;0;888000;183000
TQRMNOP122443;2025;1;1;S;32;449;3;2;15;1;2;3;;;;;0;0;0;207500
TQRMNOP122444;2025;1;40;S;7;1355;1;2;36;2;5;3;;;;;0;143000;143000;136900
TQRMNOP122445;2025;1;1;S;32;1469;2;2;21;1;5;1;3;2;2;33;493000;0;493000;354500
TQRMNOP122446;2025;1;1;S;32;335;3;2;5;1;3;4;;;;;;;;60400
TQRMNOP122447;2025;1;41;N;12;1305;3;2;4;1;1;4;;;;;;;;82900
TQRMNOP122448;2025;1;40;N;9;1149;1;1;55;2;3;1;3;1;2;28;486000;0;486000;214800
TQRMNOP122449;2025;1;43;N;38;1416;3;2;16;1;2;2;;;;;0;0;0;566000
TQRMNOP122450;2025;1;40;N;23;1318;3;1;14;1;2;3;;;;;0;0;0;153600
TQRMNOP122451;2025;1;43;S;30;615;3;2;12;1;2;3;;;;;0;0;0;230300
TQRMNOP122452;2025;1;43;S;17;1437;3;2;26;2;4;1;3;1;2;33;420000;40000;460000;90500
TQRMNOP122453;2025;1;1;S;33;1738;3;2;5;1;3;4;;;;;;;;91900
TQRMNOP122454;2025;1;43;S;30;1721;1;2;46;2;5;1;3;1;1;10;1297000;0;1297000;104800
TQRMNOP122455;2025;1;42;S;10;1419;1;1;51;2;1;2;;;;;0;0;0;135600
TQRMNOP122456;2025;1;41;S;8;507;3;2;21;2;3;1;3;2;2;27;314000;0;314000;200800
TQRMNOP122457;2025;1;1;S;32;1829;1;2;71;2;1;3;;;;;0;0;0;146700
TQRMNOP122458;2025;1;1;S;33;90;3;2;15;1;2;2;;;;;0;0;0;262500
TQRMNOP122459;2025;1;1;S;32;1175;2;2;65;1;6;1;3;1;1;36;506000;39000;545000;120300
TQRMNOP122460;2025;1;40;S;7;1341;1;2;56;2;6;3;;;;;0;0;0;379500
TQRMNOP122461;2025;1;1;S;32;1280;5;2;5;1;2;4;;;;;;;;256100
TQRMNOP122462;2025;1;1;S;32;1222;3;2;31;2;4;3;;;;;0;0;0;140200
TQRMNOP122463;2025;1;40;N;23;1866;1;1;60;2;6;3;;;;;0;0;0;49000
TQRMNOP122464;2025;1;41;S;8;1094;3;1;16;1;2;3;;;;;0;0;0;170600
TQRMNOP122465;2025;1;1;S;32;1440;1;2;57;2;6;1;3;1;1;36;654000;0;654000;74800
TQRMNOP122466;2025;1;1;S;33;2014;2;2;31;2;5;1;2;1;1;31;554000;0;554000;135400
TQRMNOP122467;2025;1;43;N;38;909;1;1;25;2;4;3;;;;;0;38000;38000;140700
TQRMNOP122468;2025;1;41;N;12;705;1;2;54;1;3;3;;;;;0;0;0;260300
TQRMNOP122469;2025;1;43;N;38;679;3;2;7;1;2;4;;;;;;;;228900
TQRMNOP122470;2025;1;40;N;23;1626;1;1;93;2;4;3;;;;;0;0;0;227200
TQRMNOP122471;2025;1;43;N;38;923;1;1;54;2;4;1;3;3;2;28;773000;0;773000;109200
TQRMNOP122472;2025;1;43;N;26;1348;2;2;88;3;1;3;;;;;0;0;0;311500
TQRMNOP122473;2025;1;43;S;36;784;5;1;13;1;1;3;;;;;0;0;0;136400
TQRMNOP122474;2025;1;40;N;22;1799;3;2;24;2;3;1;3;1;1;17;-9;0;0;181900
TQRMNOP122475;2025;1;40;S;7;778;1;1;48;1;3;1;3;3;2;24;539000;103000;642000;116600
TQRMNOP122476;2025;1;42;S;10;604;1;1;49;2;5;1;1;1;1;43;786000;0;786000;257700
TQRMNOP122477;2025;1;1;S;33;1834;3;2;28;2;6;3;;;;;0;0;0;163000
TQRMNOP122478;2025;1;40;N;23;188;2;1;59;2;3;1;3;2;2;36;438000;101000;539000;71100
TQRMNOP122479;2025;1;43;N;26;1209;3;1;48;2;4;3;;;;;0;0;0;70800
TQRMNOP122480;2025;1;1;S;32;1910;9;2;46;2;6;1;1;1;1;58;1295000;42000;1337000;118600
TQRMNOP122481;2025;1;1;S;33;1333;3;2;3;1;3;4;;;;;;;;79600
TQRMNOP122482;2025;1;1;S;33;1582;3;2;7;1;1;4;;;;;;;;106900
TQRMNOP122483;2025;1;42;N;25;1628;1;2;48;2;6;1;2;1;1;14;278000;0;278000;258000
TQRMNOP122484;2025;1;1;S;33;1087;1;2;34;2;2;1;2;1;1;3;243000;34000;277000;189600
TQRMNOP122485;2025;1;41;S;8;1111;1;1;44;2;5;1;3;3;2;30;510000;0;510000;131300
TQRMNOP122486;2025;1;41;S;8;1028;1;1;79;1;3;3;;;;;0;0;0;310900
TQRMNOP122487;2025;1;43;S;19;1221;2;1;35;2;4;2;;;;;0;0;0;382300
TQRMNOP122488;2025;1;40;S;7;1701;2;2;32;2;5;2;;;;;0;0;0;87800
TQRMNOP122489;2025;1;40;N;9;769;3;1;14;1;1;3;;;;;0;56000;56000;182700
TQRMNOP122490;2025;1;1;S;32;1067;1;2;25;1;5;1;3;1;1;29;790000;0;790000;176700
TQRMNOP122491;2025;1;41;S;8;1749;1;1;38;2;5;1;3;2;2;33;404000;195000;599000;232400
TQRMNOP122492;2025;1;42;N;27;1652;1;2;79;2;7;3;;;;;0;0;0;258500
TQRMNOP122493;2025;1;43;N;34;970;1;2;35;2;5;1;3;2;1;72;1544000;0;1544000;120200
TQRMNOP122494;2025;1;40;S;7;1285;1;1;29;2;6;1;3;1;1;35;635000;0;635000;33900
TQRMNOP122495;2025;1;42;S;10;1157;3;2;19;2;4;3;;;;;0;0;0;76400
TQRMNOP122496;2025;1;40;S;7;1382;2;2;38;2;2;1;3;2;1;28;380000;0;380000;91500
TQRMNOP122497;2025;1;41;N;15;741;2;2;23;1;5;3;;;;;0;0;0;320300
TQRMNOP122498;2025;1;43;N;38;968;1;1;28;2;4;2;;;;;0;0;0;206300
TQRMNOP122499;2025;1;43;N;26;1190;2;1;44;2;4;1;3;1;1;23;1149000;19000;1168000;241400
TQRMNOP122500;2025;1;43;S;19;558;1;2;56;2;6;1;1;1;1;28;566000;90000;656000;125300
TQRMNOP122501;2025;1;1;S;33;888;3;2;10;1;2;3;;;;;0;0;0;161500
TQRMNOP122502;2025;1;1;S;32;723;3;1;58;2;6;1;3;1;1;64;1150000;0;1150000;146500
TQRMNOP122503;2025;1;43;S;20;1284;1;1;62;2;6;1;3;1;1;10;1883000;0;1883000;113200
TQRMNOP122504;2025;1;1;S;32;931;3;1;7;1;2;4;;;;;;;;144800
TQRMNOP122505;2025;1;43;S;19;1636;3;1;8;1;1;4;;;;;;;;190100
TQRMNOP122506;2025;1;1;S;33;1670;1;2;26;1;5;1;3;2;2;28;113000;0;113000;45800
TQRMNOP122507;2025;1;40;S;7;1398;1;2;31;2;6;1;3;1;1;38;1023000;64000;1087000;191800
TQRMNOP122508;2025;1;1;S;32;214;1;2;54;2;2;3;;;;;0;0;0;145100
TQRMNOP122509;2025;1;1;S;33;1962;2;1;46;3;3;3;;;;;0;0;0;130300
TQRMNOP122510;2025;1;42;N;25;873;2;1;18;1;4;3;;;;;0;0;0;82600
TQRMNOP122511;2025;1;43;S;17;1413;9;1;39;2;1;3;;;;;0;0;0;387100
TQRMNOP122512;2025;1;1;S;32;1433;1;2;31;2;4;1;3;1;1;47;786000;0;786000;529900
TQRMNOP122513;2025;1;1;S;32;1274;1;2;38;2;3;1;3;1;1;34;574000;0;574000;221400
TQRMNOP122514;2025;1;1;S;33;1624;3;1;21;2;4;3;;;;;0;0;0;131800
TQRMNOP122515;2025;1;40;N;9;971;2;2;28;2;5;1;4;1;2;26;450000;0;450000;42200
TQRMNOP122516;2025;1;41;N;15;1075;2;2;57;3;2;3;;;;;0;0;0;285400
TQRMNOP122517;2025;1;43;S;19;801;3;1;15;1;3;3;;;;;0;0;0;125100
TQRMNOP122518;2025;1;41;S;8;770;3;2;10;1;1;3;;;;;0;0;0;91400
TQRMNOP122519;2025;1;40;N;9;1661;1;2;91;2;1;3;;;;;0;0;0;632500
TQRMNOP122520;2025;1;43;N;34;1593;6;2;57;2;6;1;3;1;1;29;586000;0;586000;84300
TQRMNOP122521;2025;1;43;S;19;1399;2;1;54;2;3;2;;;;;0;0;0;132100
TQRMNOP122522;2025;1;41;S;8;1249;2;1;86;2;1;3;;;;;0;79000;79000;181900
TQRMNOP122523;2025;1;42;N;27;534;1;2;77;2;1;3;;;;;0;0;0;337300
TQRMNOP122524;2025;1;42;N;25;1089;5;1;16;1;1;3;;;;;0;0;0;99600
TQRMNOP122525;2025;1;40;N;9;1270;3;2;7;1;1;4;;;;;;;;210800
TQRMNOP122526;2025;1;1;S;32;689;1;2;87;2;5;3;;;;;0;0;0;73900
TQRMNOP122527;2025;1;42;N;25;1665;3;2;15;1;2;1;2;2;2;36;234000;80000;314000;72500
TQRMNOP122528;2025;1;43;N;29;439;3;1;15;1;1;3;;;;;0;0;0;315100
TQRMNOP122529;2025;1;1;S;32;1188;3;2;8;1;2;4;;;;;;;;278600
TQRMNOP122530;2025;1;1;S;33;1179;3;2;0;1;1;4;;;;;;;;208500
TQRMNOP122531;2025;1;40;N;22;1344;1;2;35;1;4;3;;;;;0;0;0;83800
TQRMNOP122532;2025;1;44;N;93;1277;2;1;25;2;3;1;3;2;2;24;605000;0;605000;123600
TQRMNOP122533;2025;1;42;S;10;2355;9;2;2;1;1;4;;;;;;;;162200
TQRMNOP122534;2025;1;1;S;32;1165;3;2;14;1;2;3;;;;;0;0;0;94700
TQRMNOP122535;2025;1;1;S;33;1186;2;2;42;2;4;3;;;;;0;0;0;187100
TQRMNOP122536;2025;1;40;N;23;700;1;1;36;2;3;1;3;1;1;23;707000;0;707000;113000
TQRMNOP122537;2025;1;40;N;23;735;1;1;40;2;5;1;2;1;1;52;311000;0;311000;174600
TQRMNOP122538;2025;1;1;S;32;704;1;1;87;2;5;3;;;;;0;0;0;169000
TQRMNOP122539;2025;1;1;S;32;1107;2;1;32;2;4;3;;;;;0;0;0;109100
TQRMNOP122540;2025;1;43;S;19;785;3;1;16;1;3;3;;;;;0;0;0;120100
TQRMNOP122541;2025;1;40;N;22;713;2;2;20;1;3;1;2;2;2;34;164000;81000;245000;108900
TQRMNOP122542;2025;1;1;S;32;2282;2;1;26;2;3;1;3;1;2;32;-9;56000;55991;130600
TQRMNOP122543;2025;1;42;S;10;1400;3;1;35;2;4;1;3;3;1;38;1000000;0;1000000;116600
TQRMNOP122544;2025;1;42;N;27;1253;5;2;17;1;1;3;;;;;0;0;0;75600
TQRMNOP122545;2025;1;1;S;33;1855;3;1;18;1;5;1;3;1;1;59;668000;0;668000;244400
TQRMNOP122546;2025;1;42;N;27;806;5;1;8;1;1;4;;;;;;;;119100
TQRMNOP122547;2025;1;44;N;6;956;3;2;1;1;1;4;;;;;;;;143600
TQRMNOP122548;2025;1;40;N;22;1807;1;2;19;2;1;3;;;;;0;0;0;76000
TQRMNOP122549;2025;1;43;S;19;1329;6;1;89;1;1;3;;;;;0;0;0;257100
TQRMNOP122550;2025;1;41;N;15;701;1;2;49;2;6;1;3;1;1;42;711000;0;711000;99800
TQRMNOP122551;2025;1;1;S;33;1141;3;1;65;2;4;1;2;1;1;46;828000;0;828000;138200
TQRMNOP122552;2025;1;1;S;32;1173;1;1;25;2;4;1;1;1;2;13;272000;0;272000;167000
TQRMNOP122553;2025;1;41;N;12;730;1;2;40;1;3;3;;;;;0;0;0;44500
TQRMNOP122554;2025;1;1;S;32;982;3;1;6;1;2;4;;;;;;;;113500
TQRMNOP122555;2025;1;42;N;25;1580;1;2;34;2;4;1;3;3;2;40;636000;0;636000;84200
TQRMNOP122556;2025;1;42;S;10;1369;1;2;79;2;6;3;;;;;0;0;0;91800
TQRMNOP122557;2025;1;43;N;26;1084;2;2;32;2;4;1;3;1;1;32;927000;0;927000;192100
TQRMNOP122558;2025;1;43;S;36;1829;3;1;4;1;1;4;;;;;;;;143300
TQRMNOP122559;2025;1;40;N;9;1220;2;2;29;2;6;1;3;1;1;25;738000;0;738000;146400
TQRMNOP122560;2025;1;43;N;38;1890;1;2;52;2;6;1;3;1;1;33;-9;0;0;188700
TQRMNOP122561;2025;1;40;S;7;1874;9;1;2;1;3;4;;;;;;;;149500
TQRMNOP122562;2025;1;41;S;8;1338;1;2;27;2;4;3;;;;;0;0;0;186900
TQRMNOP122563;2025;1;40;N;22;1231;2;1;26;2;3;1;2;2;2;35;344000;0;344000;116000
TQRMNOP122564;2025;1;41;N;15;1506;3;2;25;1;5;1;3;3;2;23;657000;0;657000;115700
TQRMNOP122565;2025;1;1;S;33;1491;1;2;35;2;2;1;3;2;2;35;573000;0;573000;103200
TQRMNOP122566;2025;1;40;N;9;1310;3;1;29;2;4;3;;;;;0;0;0;120600
TQRMNOP122567;2025;1;43;S;20;1346;3;1;2;1;1;4;;;;;;;;83000
TQRMNOP122568;2025;1;44;N;2;1362;2;2;55;2;6;1;3;1;1;53;997000;48000;1045000;180600
TQRMNOP122569;2025;1;42;N;25;1770;1;2;33;2;4;1;2;1;2;29;475000;0;475000;619000
TQRMNOP122570;2025;1;1;S;32;1498;2;2;59;2;1;1;2;3;2;32;445000;69000;514000;168600
TQRMNOP122571;2025;1;40;N;22;676;3;2;10;1;1;1;2;2;2;11;159000;0;159000;78000
TQRMNOP122572;2025;1;1;S;32;1277;3;1;1;1;2;4;;;;;;;;113400
TQRMNOP122573;2025;1;44;N;5;1350;2;1;36;2;5;1;2;1;1;43;1448000;81000;1529000;95100
TQRMNOP122574;2025;1;41;N;12;1181;2;1;40;2;5;1;2;1;1;52;-9;0;0;170200
TQRMNOP122575;2025;1;43;N;38;621;2;2;42;2;4;1;3;1;1;43;417000;73000;490000;136700
TQRMNOP122576;2025;1;40;N;22;1100;1;1;85;2;4;3;;;;;0;0;0;140000
TQRMNOP122577;2025;1;43;N;29;1328;3;1;17;1;4;3;;;;;0;0;0;333200
TQRMNOP122578;2025;1;1;S;33;1000;9;1;73;2;2;3;;;;;0;93000;93000;82900
TQRMNOP122579;2025;1;1;S;33;1134;1;1;36;2;4;1;3;1;1;32;747000;0;747000;130400
TQRMNOP122580;2025;1;41;N;12;1170;3;2;1;1;1;4;;;;;;;;96200
TQRMNOP122581;2025;1;42;S;10;743;1;1;20;2;3;3;;;;;0;0;0;172000
TQRMNOP122582;2025;1;43;N;29;873;1;2;76;2;1;3;;;;;0;73000;73000;131400
TQRMNOP122583;2025;1;40;N;23;929;2;2;69;2;1;3;;;;;0;0;0;63600
TQRMNOP122584;2025;1;1;S;32;1165;3;2;13;1;1;2;;;;;0;0;0;142300
TQRMNOP122585;2025;1;43;S;30;1710;1;2;50;2;4;3;;;;;0;0;0;143500
TQRMNOP122586;2025;1;43;N;29;512;2;1;26;2;3;3;;;;;0;0;0;87700
TQRMNOP122587;2025;1;43;S;36;607;2;2;31;2;4;3;;;;;0;60000;60000;160000
TQRMNOP122588;2025;1;1;S;32;1392;3;2;17;1;3;3;;;;;0;0;0;91500
TQRMNOP122589;2025;1;1;S;33;625;1;1;64;2;6;3;;;;;0;0;0;181300
TQRMNOP122590;2025;1;1;S;33;1018;2;2;43;2;6;1;3;1;1;32;812000;0;812000;165000
TQRMNOP122591;2025;1;1;S;33;924;3;2;17;1;3;3;;;;;0;0;0;142700
TQRMNOP122592;2025;1;40;S;7;904;1;1;33;2;6;1;3;1;1;40;624000;0;624000;303700
TQRMNOP122593;2025;1;41;S;8;1359;3;1;57;2;3;3;;;;;0;0;0;211700
TQRMNOP122594;2025;1;42;N;27;1560;3;2;8;1;1;4;;;;;;;;47600
TQRMNOP122595;2025;1;1;S;32;711;1;1;59;2;2;1;2;2;2;45;690000;0;690000;108900
TQRMNOP122596;2025;1;43;N;26;1181;3;1;8;1;1;4;;;;;;;;104000
TQRMNOP122597;2025;1;42;N;27;1683;2;2;59;2;2;1;3;3;2;38;525000;29000;554000;34900
TQRMNOP122598;2025;1;43;S;19;1058;1;2;18;2;5;1;3;1;2;36;640000;0;640000;83800
TQRMNOP122599;2025;1;40;N;9;565;3;2;14;1;2;3;;;;;0;94000;94000;130600
TQRMNOP122600;2025;1;1;S;33;1351;3;2;18;1;5;2;;;;;0;0;0;99300
TQRMNOP122601;2025;1;1;S;32;1430;3;1;50;2;1;3;;;;;0;103000;103000;50500
TQRMNOP122602;2025;1;43;S;20;1135;3;2;19;2;3;3;;;;;0;0;0;198500
TQRMNOP122603;2025;1;1;S;32;1646;3;2;1;1;3;4;;;;;;;;164700
TQRMNOP122604;2025;1;1;S;33;1507;2;1;73;1;3;3;;;;;0;196000;196000;114300
TQRMNOP122605;2025;1;1;S;33;1006;2;1;42;2;6;1;3;1;1;32;2129000;0;2129000;73700
